original_text,english_text
La Dirección General de Análisis y Política Fiscal (DGAPF) del Ministerio de Hacienda es la responsable del análisis de los datos presupuestarios y financieros del SIG.,The General Directorate of Fiscal Analysis and Policy (DGAPF) of the Ministry of Finance is responsible for analyzing the MIS's budgetary and financial data.
La Dirección General de Análisis y Política Fiscal (DGAPF) del Ministerio de Hacienda.,The General Directorate of Fiscal Analysis and Policy (DGAPF) of the Ministry of Finance.
"La Dirección General de Análisis y Políticas Fiscales, realiza el seguimiento y análisis de las cifras fiscales del sector público de manera semestral y anual, el cual se plasma en los informes fiscales que se publica de manera oportuna en la página web del Ministerio de Economía y Finanzas Públicas. https://www.economiayfinanzas.gob.bo/index.php/boletines https://www.economiayfinanzas.gob.bo/sites/default/files/2023-11/0.%20Informe%20Fiscal%20Primer%20Semestre%202023.pdf","The General Directorate of Fiscal Analysis and Policies monitors and analyzes the public sector's fiscal figures semi-annually and annually, reflected in the fiscal reports published in a timely manner on the website of the Ministry of Economy and Public Finance. https://www.economiayfinanzas.gob.bo/index.php/boletines https://www.economiayfinanzas.gob.bo/sites/default/files/2023-11/0.%20Informe%20Fiscal%20Primer%20Semestre%202023.pdf"
"La Dirección de Contratación Pública es la unidad especializada. Además, en la Dirección de Tecnologías de Información y Comunicación se encuentra la Unidad de sistemas Informáticos para la Toma de decisiones, que se encarga de este tipo de desarrollos de sistemas.","The Directorate of Public Procurement is the specialized unit. In addition, the Directorate of Information and Communication Technologies has an IT Systems Unit for Decision-Making, which handles this type of system development."
"La Dirección de Gestión Estratégica y de Analítica a través de sus equipos, realiza procesos de estandarización y validación de calidad de datos para los análisis de negocio correspondientes.","The Directorate of Strategic Management and Analytics, through its teams, carries out data standardization and quality-validation processes for the corresponding business analyses."
La Dirección de Tecnologías de Información y Comunicación tiene presupuesto aprobado este año para hacer desarrollos de este tipo y la contratación ya está en proveeduría para su trámite.,"The Directorate of Information and Communication Technologies has an approved budget this year for developments of this kind, and the contracting process is already underway with procurement."
"La División de Estudios y Políticas de compra realiza revisión y limpieza de los datos de las órdenes de compra de manera mensual , con foco en identificar los posibles errores en los montos transados.","The Purchasing Studies and Policies Division carries out monthly review and cleaning of purchase-order data, focusing on identifying possible errors in transacted amounts."
"La ONSC tiene un departamento de Gobierno y Gestión de Datos, que consolida información de los sistemas propios y de otras organizaciones, como CGN y BPS.  Regularmente se realizan controles de consistencia internos de los sistemas de ONSC y también comparando contra las fuentes de datos externas.","ONSC has a Data Governance and Management department, which consolidates information from its own systems and from other organizations, such as CGN and BPS. Internal consistency checks on ONSC's systems are performed regularly, as well as comparisons against external data sources."
"La Resolución Exenta 1346 del Ministerio de Salud del año 2019 establece que el Departamento de Estadísticas e Información de Salud (DEIS) tiene la función de producir información estadística oficial, oportuna y de calidad del Sector Salud. No obstante, otras dependencias del Ministerio de Salud generar información operacional y se establecen coordinaciones normativas, así como apoyo metodológico.","Exempt Resolution 1346 of the Ministry of Health, from 2019, establishes that the Department of Health Statistics and Information (DEIS) is responsible for producing official, timely, and quality statistical information for the Health Sector. However, other units within the Ministry of Health generate operational information, and regulatory coordination as well as methodological support are established."
La SAT proporciona información tributaria contenida en el SIG a distintas Entidades Gubernamentales con quienes ha suscrito convenios de cooperación a través de servicios web habilitados para el intercambio de información.,"The SAT provides tax information contained in the MIS to various Government Entities with which it has signed cooperation agreements, through web services enabled for information exchange."
"La SET desde el año 2006, ha venido innovando en el Sector Público, el primer proyecto encarado fue una reingeniería total de sus Sistemas informáticos. La primera versión del Sistema de gestión Tributaria al cual se le denomino Marangatu fue puesto en producción en el año 2007, a partir de ese momento se ha transitado por una serie de actualizaciones para acompañar el crecimiento en el uso del Sistema. En el año 2016, se inició una transformación total del Sistema el cual fue implementado en junio del 2018. El Sistema de Gestión Tributaria Marangatu es el Sistema de Información de la Subsecretaria de Estado de Tributación, es un sistema en Web que apoya las tareas de los funcionarios y facilita el cumplimiento de las obligaciones a los contribuyentes a través de los módulos tales como: Registro de Contribuyentes, Recepción de Declaraciones Juradas y Recepción de Pagos. En materia de control facilita el seguimiento de las obligaciones de los contribuyentes, entidades recaudadoras y gestión de la administración, a través de los módulos de: Control de cumplimiento y Cuenta corriente del contribuyente, Cobranza Administrativa y Coactiva, Fiscalización Integral y Puntual, Recepción de declaraciones informativas, Administración de Facilidades de Pagos, Administración de Créditos Fiscales, Emisión del certificado de cumplimiento tributario y Consultas y estadísticas para el apoyo y seguimiento a la gestión. Cuenta con módulos de apoyo que administran la información de documentos, parámetros, usuarios y redes de gestión de procesos y modulo para el timbrado de los documentos. El 99% de las declaraciones juradas y pagos, son realizados en línea a través del Sistema, así como una cantidad importante de otros trámites. En el año 2018 se ha dado inicio al proyecto de creación de un Sistema de Facturación Electrónica Nacional, bautizado inicialmente como SIFEN luego paso a denominarse e-kuatia, la etapa piloto arranco en noviembre del 2018 con 14 empresas, actualmente nos encontr","Since 2006, the SET has been innovating within the Public Sector; the first project undertaken was a complete re-engineering of its IT Systems. The first version of the Tax Management System, called Marangatu, went into production in 2007; since then it has gone through a series of updates to keep pace with growing use of the System. In 2016, a complete transformation of the System began, which was implemented in June 2018. The Marangatu Tax Management System is the Information System of the Under-Secretariat of State for Taxation; it is a web-based system that supports staff tasks and makes it easier for taxpayers to meet their obligations, through modules such as: Taxpayer Registration, Receipt of Tax Returns, and Receipt of Payments. For control purposes, it facilitates monitoring of taxpayer obligations, collecting entities, and administration management, through modules such as: Compliance Control and Taxpayer Current Account, Administrative and Coercive Collection, Comprehensive and Targeted Audits, Receipt of Informative Returns, Payment Facility Administration, Tax Credit Administration, Issuance of Tax Compliance Certificates, and Queries and Statistics to support and monitor management. It also has support modules that manage document information, parameters, users, and process-management networks, as well as a module for document stamping. 99% of tax returns and payments are made online through the System, along with a significant number of other procedures. In 2018, the project to create a National Electronic Invoicing System began, initially named SIFEN and later renamed e-Kuatia; the pilot stage started in November 2018 with 14 companies, and we currently find ourselves..."
"La Superintendencia de Administración Tributaria cuenta con normativas internas que regulan el acceso a la información de las Bases de Datos del Sistema de Información de Gestión, los cuales son administrados por la Gerencia de Informática y se otorgan por medio de procedimientos establecidos para llevar el control y regulación de las políticas de acceso directo a las bases de datos mediante herramientas autorizadas.","The Superintendency of Tax Administration has internal regulations governing access to information in the Management Information System's databases, which are managed by the IT Management Office and granted through established procedures to control and regulate direct-access policies to the databases via authorized tools."
La Superintendencia de Administración Tributaria entre sus acciones estratégicas de transparencia y rendición de cuentas lleva a cabo mesas de diálogo para la presentación de resultados.,"Among its strategic transparency and accountability actions, the Superintendency of Tax Administration holds dialogue roundtables to present results."
"La Superintendencia de Administración Tributaria ha llevado acciones para actualizar, modernizar y sistematizar la información del sistema tributario. Como resultado de este esfuerzo se ha definido una hoja de ruta para la calidad de los datos.","The Superintendency of Tax Administration has taken action to update, modernize, and systematize tax-system information. As a result of this effort, a roadmap for data quality has been defined."
"La Superintendencia de Administración Tributaria, en el cumplimiento de sus funciones de organizar y administrar el sistema de recaudación pone a disposición productos que permiten el monitoreo de la recaudación, oportuna rendición de cuentas, mejora la percepción de transparencia, permite una adecuada evaluación de la implementación y diseño de políticas. https://portal.sat.gob.gt/portal/estadisticas-tributarias-sat/","The Superintendency of Tax Administration, in fulfilling its function of organizing and administering the collection system, makes available products that enable monitoring of collection, timely accountability, improved perception of transparency, and proper evaluation of policy design and implementation. https://portal.sat.gob.gt/portal/estadisticas-tributarias-sat/"
"La Superintendencia de Administración Tributaria, en sus esfuerzos de aumentar la recaudación; facilitar a los contribuyentes el cumplimiento y pago de sus obligaciones tributarias y aduaneras; modernizar de manera integral la atención al contribuyente; así como fortalecer las capacidades de gestión y transparencia Institucional, pone a disposición de los usuarios, herramientas actualizadas de acuerdo con estándares internacionales de servicios digitales, entre los que se puede mencionar la Agencia Virtual, el Registro Tributario Unificado Digital, la Factura Electrónica en Línea, Declaraguate entre otras. https://portal.sat.gob.gt/portal/ https://portal.sat.gob.gt/portal/estadisticas-tributarias-sat/ https://portal.sat.gob.gt/portal/efactura/ https://farm3.sat.gob.gt/menu/login.jsf https://declaraguate.sat.gob.gt/declaraguate-web/","The Superintendency of Tax Administration, in its efforts to increase tax collection, make it easier for taxpayers to comply with and pay their tax and customs obligations, comprehensively modernize taxpayer service, and strengthen institutional management and transparency capacities, makes available to users updated tools in line with international digital-service standards, including the Virtual Agency, the Unified Digital Tax Registry, Online Electronic Invoicing, Declaraguate, among others. https://portal.sat.gob.gt/portal/ https://portal.sat.gob.gt/portal/estadisticas-tributarias-sat/ https://portal.sat.gob.gt/portal/efactura/ https://farm3.sat.gob.gt/menu/login.jsf https://declaraguate.sat.gob.gt/declaraguate-web/"
"La agencia de estadísticas y la de seguridad social reciben informes a demanda elaborados por el MSP, por fuera del Sistema SIG","The statistics agency and the social-security agency receive on-demand reports produced by the MSP, outside the MIS System"
La consulta amigable ofrece información sobre la ejecución presupuestal de todas las entidades públicas bajo el alcance de la ley del presupuesto,The friendly query tool provides information on budget execution for all public entities within the scope of the budget law
"La deuda pública e información de instrumentos no se presenta en el SIG propiamente, pero está disponible al público en otras plataformas","Public debt and instrument information is not presented in the MIS itself, but it is publicly available on other platforms"
La dirección Nacional de Planificación el departamento de salud poblacional.,"The National Planning Directorate, the population health department."
"La disponibilidad de datos personales por confidencialidad siguen un protocolo estricto para su obtención (SIE, SISEP). Los datos estadísticos son de uso público https://seie.minedu.gob.bo/ https://reportes.sie.gob.bo/reporteestadistico/","Availability of personal data, due to confidentiality, follows a strict protocol for obtaining it (SIE, SISEP). Statistical data is for public use https://seie.minedu.gob.bo/ https://reportes.sie.gob.bo/reporteestadistico/"
"La división de Estudios y Políticas de Compra de Chile Compra es la encargada de las cifras oficiales de las compras públicas, y de la información disponible a través del portal de Datos Abiertos. https://datos-abiertos.chilecompra.cl/datos-abiertos","The Purchasing Studies and Policies division of Chile Compra is in charge of the official public-procurement figures, and of the information available through the Open Data portal. https://datos-abiertos.chilecompra.cl/datos-abiertos"
"La entidad cuenta con el SIGOB, sus siglas es el Servicio de consulta de Correspodnencia Oficial del Ministerio de Economía y Finanzas de Panamá. Desde este portal los usuarios podrá saber con precisión el estado de gestión de cualquier documento que haya sido registrado o producido en el Sistema de Transparencia Documental la institución. Adjunto captura de pantalla del servicio señalados en respuesta que antecede.","The entity has SIGOB, which stands for the Official Correspondence Query Service of Panama's Ministry of Economy and Finance. Through this portal, users can find out precisely the status of any document that has been registered or produced in the institution's Document Transparency System. Attached is a screenshot of the service mentioned in the previous answer."
La entidad cuenta con la Dirección de Gestión Estratégica y de Analítica,The entity has a Directorate of Strategic Management and Analytics
"La entidad tiene implementado los acuerdos de confidencialidad para regular la seguridad de acceso a los datos tanto de los funcionarios como de proveedores externos. Así mismo se tienen implementados formatos de autorización para que los funcionarios que requieran acceso a los datos de los sistemas de información, se les otorguen los permisos correspondientes con el aval del jefe inmediato",The entity has implemented confidentiality agreements to regulate data-access security for both employees and external providers. Authorization forms have also been implemented so that employees who require access to information-system data are granted the corresponding permissions with approval from their immediate supervisor
La estrategia va dirigida por la Dirección Nacional de Planificación del Ministerio de Salud encargada de colaborar con el análisis.,"The strategy is led by the Ministry of Health's National Planning Directorate, which is responsible for supporting the analysis."
La frecuencia para ingresar al sistema de Simeplans y actualizar resultados y subir evidencias.,The frequency for logging into the Simeplans system and updating results and uploading evidence.
"La gestión de la información se desenvuelve de manera manual, semiautomatizada y totalmente automatizada en varios establecimientos de salud del país.","Information management takes place manually, semi-automated, and fully automated across various health facilities in the country."
La información Institucional a nivel país es gestionada y centralizada por el MSPAS a través de la Dirección de Tecnología.,Institutional information at the country level is managed and centralized by MSPAS through the Technology Directorate.
"La información Institucional a nivel país la tiene centralizada el MSPAS a través de la Dirección de Tecnología. Es información sensible de pacientes, por lo que no es posible adjuntar información","Institutional information at the country level is centralized by MSPAS through the Technology Directorate. It is sensitive patient information, so it is not possible to attach it"
"La información Institucional general a nivel país, se encuentra centralizada en el MSPAS a través de la Dirección de Tecnología.",General institutional information at the country level is centralized in MSPAS through the Technology Directorate.
"La información administrativa generada permite la posibilidad de construir indicadores, producción de servicios en salud, datos de causas de morbilidad y mortalidad","The administrative information generated makes it possible to build indicators, health-service production data, and data on causes of morbidity and mortality"
La información de contratación pública se alinea en lo exigido para la calidad estadística establecida por el ente rector de las estadísticas a nivel ecuatoriano (INEC). Hay un trabajo continuo para conseguir lo solicitado.,Public-procurement information is aligned with the statistical-quality requirements set by Ecuador's national statistics authority (INEC). There is ongoing work to meet these requirements.
"La información de impuestos publicada en la página web o por otros canales oficiales, primero es conciliada, corroborada y depurada.","Tax information published on the website or through other official channels is first reconciled, verified, and cleaned."
"La información del Departamento se publica regularmente en su página web como tablero (dashboard), datos abiertos o tablas. Se puede acceder en el siguiente enlace: https://deis.minsal.cl/","The Department's information is regularly published on its website as a dashboard, open data, or tables. It can be accessed at the following link: https://deis.minsal.cl/"
La información está disponible en 2 sitios: www.mercadopublico.cl (sitio web transaccional) datos-abiertos.chilecompra.cl (sitio  web especializado en datos),The information is available on 2 sites: www.mercadopublico.cl (transactional website) datos-abiertos.chilecompra.cl (data-specialized website)
"La información institucional de salud, es gestionada por el MSPAS, a través de la Dirección de Tecnología.","Institutional health information is managed by MSPAS, through the Technology Directorate."
"La información publicada en la página web, o por otros canales oficiales, es de carácter agregado, no se publican datos individuales (sensibles) de los contribuyentes, pues se consideran de carácter reservado / confidencial.","Information published on the website, or through other official channels, is aggregated; individual (sensitive) taxpayer data is not published, as it is considered confidential/restricted."
La información se focaliza en describir el comportamiento histórico de los agentes que participan de las compras públicas. Ver datos-abiertos.chilecompra.cl (sitio  web especializado en datos),The information focuses on describing the historical behavior of agents participating in public procurement. See datos-abiertos.chilecompra.cl (data-specialized website)
La propia administracion difunde los resultados de los analisis realizados,The administration itself disseminates the results of the analyses carried out
La respuesta anterior fue contestada considerando la situación específica del Servicio de Impuestos Internos al respecto.,The previous answer was given considering the specific situation of the Internal Revenue Service in this regard.
La website del Ministerio de Educación <https://educacion.gob.ec/> transparenta su gestión a través de la herramienta digital Datos Abiertos del Ministerio de Educación del Ecuador <https://educacion.gob.ec/datos-abiertos/>,The Ministry of Education's website <https://educacion.gob.ec/> makes its management transparent through the Open Data digital tool of the Ministry of Education of Ecuador <https://educacion.gob.ec/datos-abiertos/>
"Las Direcciones Generales de Macrofiscal, Presupuesto, Inversión Pública, Crédito Público, Contingencias Fiscales, Política Tributaria, Contaduría General de la República En el sitio web se encuentran los diferentes datos e informes de análisis","The Directorates General of Macro-Fiscal Policy, Budget, Public Investment, Public Credit, Fiscal Contingencies, Tax Policy, and the Office of the Comptroller General of the Republic. Various data and analysis reports are available on the website"
Las entidades externas tienen acceso a la información tributaria definida a través de convenios interadministrativos de intercambio de información,External entities have access to tax information defined through inter-administrative information-exchange agreements
Las entidades tienen acceso a su propia información que genera.,Entities have access to their own information that they generate.
Las evaluaciones que utlizamos para medir las habilidades son los resultados de los cursos brindados a organismos del estado en la PEA (Plataforma Educativa de AGESIC) https://capacitacion.agesic.gub.uy,The assessments we use to measure skills are the results of courses offered to government agencies through PEA (AGESIC's Educational Platform) https://capacitacion.agesic.gub.uy
"Las fuentes datos que componen el Sistema de Información de Gestión cuentan con las categorías anteriormente indicadas, proporcionan variables relevantes y patrones de comportamiento de contribuyentes, grupos, sectores y/o actividades económicas, necesarios para para la toma de decisiones de las autoridades.","The data sources that make up the Management Information System have the categories mentioned above, and provide relevant variables and behavior patterns of taxpayers, groups, sectors, and/or economic activities, needed for authorities' decision-making."
Las publicaciones en web y la  Rendición de Cuentas son canales formales.  https://www.gub.uy/ministerio-economia-finanzas/tematica/resultados-del-sector-publico  https://www.gub.uy/ministerio-economia-finanzas/rendicion-cuentas,Web publications and the Accountability Report are formal channels.  https://www.gub.uy/ministerio-economia-finanzas/tematica/resultados-del-sector-publico  https://www.gub.uy/ministerio-economia-finanzas/rendicion-cuentas
"Las tres tipos de análisis se aplican, en diferentes contextos y objetivos.","All three types of analysis are applied, in different contexts and for different objectives."
Ley de Estadística y Ley de Protección de Datos Personales.,Statistics Law and Personal Data Protection Law.
Ley de Transparencia y Acceso a la Información Pública Política de seguridad para acceso a los sistemas. https://www.sefin.gob.hn/download_file.php?download_file=/wp-content/uploads/2022/08/Decreto-60-2022.pdf,Transparency and Access to Public Information Law. Security policy for system access. https://www.sefin.gob.hn/download_file.php?download_file=/wp-content/uploads/2022/08/Decreto-60-2022.pdf
"Los Sistemas Integrados de Administración Financiera, son sistemas que facilitan el seguimiento y la evaluación de la información financiera, permite la realización de los registros de las operaciones financieras y brinda diversas herramientas para contar con la información necesaria y oportuna para realizar la toma de decisiones correspondientes.  https://sicoin.minfin.gob.gt/SICOINWEB/login/frmLogout.aspx https://sicoindes.minfin.gob.gt/SICOINWEB/login/frmlogin.htm https://siges.minfin.gob.gt/SIGESWeb/login/frmLogin.aspx","The Integrated Financial Administration Systems are systems that facilitate monitoring and evaluation of financial information, allow financial transactions to be recorded, and provide various tools to have the necessary and timely information for the corresponding decision-making.  https://sicoin.minfin.gob.gt/SICOINWEB/login/frmLogout.aspx https://sicoindes.minfin.gob.gt/SICOINWEB/login/frmlogin.htm https://siges.minfin.gob.gt/SIGESWeb/login/frmLogin.aspx"
"Los Sistemas Integrados de Administración Financiera, tiene diseñado diferentes validadores para que la información muestra más consistencia entre si.",The Integrated Financial Administration Systems have different validators designed to make the information more consistent with itself.
"Los cursos brindados a organismos del estado son:  Por ENAP:  - Programa de Alta Gerencia Pública  - Análisis y Asesoramiento en Políticas Públicas  - Diseño, Monitoreo y Evaluación de Políticas Públicas  - Gestión Financiera, Compras Estatales y Control  - Planificación y procesos: enfoque metodológico orientado al diagnostico y resolución de problemas  en Moodle ENAP https://moodle.onsc.gub.uy/moodle/ Por AGESIC:  - Decisiones basadas en BI  - La importancia de uso de datos  - Proceso de análisis de datos   en PEA (Plataforma Educativa de AGESIC) https://capacitacion.agesic.gub.uy. También están los cursos brindados por la plataforma educativa de Ceibal. https://edux.ceibal.edu.uy/courses","The courses offered to government agencies are:  Through ENAP:  - Senior Public Management Program  - Public Policy Analysis and Advisory  - Design, Monitoring and Evaluation of Public Policies  - Financial Management, Government Procurement and Control  - Planning and processes: a methodological approach oriented toward diagnosis and problem-solving, on Moodle ENAP https://moodle.onsc.gub.uy/moodle/ Through AGESIC:  - BI-based decisions  - The importance of using data  - Data analysis process, on PEA (AGESIC's Educational Platform) https://capacitacion.agesic.gub.uy. There are also courses offered by Ceibal's educational platform. https://edux.ceibal.edu.uy/courses"
"Los datos demográficos se obtienen de las estadísticas vitales anteriormente descritas. La vacunación del Registro Nacional de Inmunizaciones. Las instalaciones del Registro de Establecimientos que se actualiza semanalmente. Los servicios de atención médica y su utilización del Resumen Estadístico Mensual (REM) que tiene cobertura nacional para el sistema público. Los resultados de salud de la base de datos de egresos hospitalarios, estadísticas vitales y atenciones de urgencias.","Demographic data comes from the vital statistics described above. Vaccination data comes from the National Immunization Registry. Facility data comes from the Establishment Registry, which is updated weekly. Health-care service data and its use come from the Monthly Statistical Summary (REM), which has national coverage for the public system. Health outcomes come from the hospital-discharge database, vital statistics, and emergency-care records."
"Los impulsores pueden varias por objetivos, pero no existe una estrategia institucional que unifique todas las aplicaciones. Respecto de calidad de datos, se realizan acciones de aseguramiento de calidad, puesto que la data es utilizada no solo con fines estadísticos, sino para aplicación de política públicas.","Drivers can vary by objective, but there is no institutional strategy that unifies all applications. Regarding data quality, quality-assurance actions are carried out, since the data is used not only for statistical purposes but also for the application of public policy."
Los indicadores socio demográficos surgen de encuestas y estudios temáticas desarrolladas por el Instituto Nacional de Estadística (INE) por competencia.,"Socio-demographic indicators come from surveys and thematic studies developed by the National Institute of Statistics (INE), depending on the subject."
"Los informes que la ONCAE genera, unicamente se basan en informar a la ciudadanía como fueron invertidos los fondos públicos. https://oncae.gob.hn/archivos/category/256-boletines-2023?download=7183:boletin-estadistico-trimestral-q3-2023",The reports generated by ONCAE are solely aimed at informing citizens how public funds were spent. https://oncae.gob.hn/archivos/category/256-boletines-2023?download=7183:boletin-estadistico-trimestral-q3-2023
"Los presupuestos públicos son limitados, por lo que se identifican brechas de financiamiento para solicitar la alineación y apoyo de la cooperación internacional","Public budgets are limited, so funding gaps are identified in order to seek alignment and support from international cooperation"
"Los principales productos del SIG de carácter público se difunden en la página web de la DGI ya mencionada: https://www.gub.uy/direccion-general-impositiva/datos-y-estadisticas/estadisticas Cuando un agente del Estado u otro organismo, tiene una necesidad información o de algún producto de analítica de datos, se realiza un acuerdo de intercambio y se establecen  los protocolos de intercambio de acuerdo a las necesidades. Existen más de 80 organismos públicos y privados que reciben información o productos de analítica de datos de la Administración. Un ejemplo de estos acuerdos: https://www.elpais.com.uy/negocios/noticias/el-nuevo-convenio-que-alcanzo-la-dgi-con-la-caja-profesional-para-mejorar-la-fiscalizacion  https://www.aduanas.gub.uy/innovaportal/v/11060/14/innova.front/trascendente-convenio-entre-la-dna-y-dgi.html","The main public-facing MIS products are disseminated on the DGI's website already mentioned: https://www.gub.uy/direccion-general-impositiva/datos-y-estadisticas/estadisticas When a State agent or another agency needs information or a data-analytics product, an exchange agreement is drawn up and exchange protocols are established according to the needs. There are more than 80 public and private organizations that receive information or data-analytics products from the Administration. An example of these agreements: https://www.elpais.com.uy/negocios/noticias/el-nuevo-convenio-que-alcanzo-la-dgi-con-la-caja-profesional-para-mejorar-la-fiscalizacion https://www.aduanas.gub.uy/innovaportal/v/11060/14/innova.front/trascendente-convenio-entre-la-dna-y-dgi.html"
"Los procesos de Carga, Extracción y Transformación que actualizan los modelos de información multidimensionales y otras herramientas relacionadas con la Analítica, tienen procesos de revisión y transformación de los datos, según reglas de negocio definidos para cada caso.","The Load, Extraction, and Transformation processes that update the multidimensional information models and other analytics-related tools include data-review and transformation processes, according to business rules defined for each case."
"Los sistemas de información de la entidad reúnen los datos básicos y confidenciales de los contribuyentes, bajo las normas y estándares de seguridad y privacidad de datos. Así mismo, estos sistemas contienen la traza histórica de las declaraciones llevadas a cabo por los contribuyentes, lo cual está enlazado con actualizaciones normativas y políticas fiscales.","The entity's information systems bring together taxpayers' basic and confidential data, under data-security and privacy standards and rules. These systems also contain the historical trace of returns filed by taxpayers, which is linked to regulatory updates and fiscal policies."
Lugar que presenta datos y publicaciones histórico del Sistema Nacional de Educación a través de la herramienta digital Datos Abiertos del Ministerio de Educación del Ecuador <https://educacion.gob.ec/datos-abiertos/>,Place presenting historical data and publications from the National Education System through the Open Data digital tool of the Ministry of Education of Ecuador <https://educacion.gob.ec/datos-abiertos/>
"MDT Digital Skills Development Programme, called WeLearnTT is accessible to the public service of Trinidad and Tobago- Ministries, Departments and Agencies (MDAs) can provide additional training where required.","MDT Digital Skills Development Programme, called WeLearnTT is accessible to the public service of Trinidad and Tobago- Ministries, Departments and Agencies (MDAs) can provide additional training where required."
Main Communication channel is to Ministry of Planning through monthly reporting process.,Main Communication channel is to Ministry of Planning through monthly reporting process.
Mayormente AGESIC y el programa SALUDUY,Mostly AGESIC and the SALUDUY program
"Mediante el Proceso de Cooperación Internacional se la llevado a cabo la suscripción de diversos convenios y/o proyectos de cooperación nacional e internacional, lo que ha venido a fortalecer y a enriquecer los métodos de trabajo e instrumentos para el análisis de los datos del SIG","Through the International Cooperation Process, various national and international cooperation agreements and/or projects have been signed, which have strengthened and enriched the work methods and tools for MIS data analysis"
"Mediante el ejercicio de Presupuesto abierto, se busca fortalecer la participación ciudadana, la transparencia y rendición de cuentas.","Through the Open Budget exercise, the aim is to strengthen citizen participation, transparency, and accountability."
"NOTA: El SIGEP no cuenta con un módulo propio de análisis de datos. Sin embargo, se proporciona información a las diferentes direcciones del Ministerio de Economía y Finanzas Públicas las cuales realizan el respectivo análisis utilizando otras herramientas.","NOTE: SIGEP does not have its own data-analysis module. However, information is provided to the different directorates of the Ministry of Economy and Public Finance, which carry out the corresponding analysis using other tools."
"NOTA: El SIGEP no cuenta con un módulo propio de análisis de datos. Sin embargo, se proporciona información a las diferentes direcciones del Ministerio de Economía y Finanzas Públicas las cuales realizan el respectivo análisis utilizando otras herramientas. https://sigep.gob.bo/sigep_publico/faces/SFprEjecucionPresupuestaria http://vmpc.economiayfinanzas.gob.bo/financiera0.asp https://sigep.gob.bo/sigep_publico/faces/SFprRepPub?gestion=2024 https://www.economiayfinanzas.gob.bo/index.php/boletines Presupuesto ciudadano: https://www.economiayfinanzas.gob.bo/index.php/viceministerios/vpcf/presupuesto-ciudadano  https://www.economiayfinanzas.gob.bo/sites/default/files/2023-11/0.%20Informe%20Fiscal%20Primer%20Semestre%202023.pdf https://www.economiayfinanzas.gob.bo/sites/default/files/2023-11/0.%20Informe%20Fiscal%20Primer%20Semestre%202023.pdf","NOTE: SIGEP does not have its own data-analysis module. However, information is provided to the different directorates of the Ministry of Economy and Public Finance, which carry out the corresponding analysis using other tools. https://sigep.gob.bo/sigep_publico/faces/SFprEjecucionPresupuestaria http://vmpc.economiayfinanzas.gob.bo/financiera0.asp https://sigep.gob.bo/sigep_publico/faces/SFprRepPub?gestion=2024 https://www.economiayfinanzas.gob.bo/index.php/boletines Citizen budget: https://www.economiayfinanzas.gob.bo/index.php/viceministerios/vpcf/presupuesto-ciudadano  https://www.economiayfinanzas.gob.bo/sites/default/files/2023-11/0.%20Informe%20Fiscal%20Primer%20Semestre%202023.pdf https://www.economiayfinanzas.gob.bo/sites/default/files/2023-11/0.%20Informe%20Fiscal%20Primer%20Semestre%202023.pdf"
No aplica,Not applicable
"No es posible indicar si existe una carrera específica diseñada por el gobierno para análisis de datos; se puede acotar que la institución encargada de la producción estadística nacional es el Instituto Nacional de Estadísticas y Censos (INEC), cuya misión se centra en coordinar, normar y evaluar la producción de la información estadística oficial proveniente del Sistema Estadísticio Nacional, mediante la planificación, ejecución y análisis de operaciones estadísticas oportunas y confiables, sin embargo, dicha institución está normada por las leyes vigentes, y no se puede relacionar a una carrera para el análisis de datos.","It is not possible to indicate whether there is a specific career designed by the government for data analysis; it can be noted that the institution responsible for national statistical production is the National Institute of Statistics and Censuses (INEC), whose mission focuses on coordinating, regulating, and evaluating the production of official statistical information from the National Statistical System, through the planning, execution, and analysis of timely and reliable statistical operations; however, this institution is governed by current laws, and cannot be linked to a data-analysis career."
"No es un SIG de Finanzas Públicas solo, sino que en diferentes reparticiones del MEF, así como en el BCU se dispone de la información de Finanzas Públicas, en diferentes sistemas de información.  El la web del BCU se hace referencia a la Pagina Nacional de  Datos de Uruguay en el FMI donde se sintetizan los temas de Finanzas Públicas:  https://www.bcu.gub.uy/Estadisticas-e-Indicadores/Documents/FMI/sddsuruguay.html  https://dsbb.imf.org/sdds/dqaf-base/country/URY/category/GGO00","It is not just a single Public Finance MIS; rather, Public Finance information is available across different MEF offices, as well as at the BCU, in different information systems. The BCU website refers to Uruguay's National Data Page at the IMF, which summarizes Public Finance topics: https://www.bcu.gub.uy/Estadisticas-e-Indicadores/Documents/FMI/sddsuruguay.html https://dsbb.imf.org/sdds/dqaf-base/country/URY/category/GGO00"
No existe un inventario formal de todos los datos disponibles.  Sí existe documentación de cada sistema que incluye el modelo de datos. Se está trabajando en la elaboración de documentación formal de los datos del sistema GHE.,There is no formal inventory of all available data. There is documentation for each system that includes the data model. Work is underway to produce formal documentation of the GHE system's data.
"No existe un protocolo formal. Debido a la naturaleza sensible de la información personal de salud, su acceso está regulado a través de convenios entre instituciones públicas.","There is no formal protocol. Due to the sensitive nature of personal health information, access to it is regulated through agreements between public institutions."
"No existe un protocolo único, cada colaboración deriva de un convenio que regula las reglas de relacionamiento, así como también tenemos políticas y estándares para el uso y manejo de los datos.","There is no single protocol; each collaboration derives from an agreement that regulates the rules of engagement, and we also have policies and standards for data use and handling."
